Inbred line,Accesion N,N GBS samples,N Plants,Avg. IBS,% missing,Breeding program,Pop structure,Complete_name,Kernel color,S6_82170011,S6_82170814,S6_82170859,S6_82170897,S6_82170900,S6_82170957,S6_82171038,S6_82174349,S6_82174376,S6_82174378,S6_82176123,S6_82185767,S6_82185973,S6_82186654,S6_82186661,S6_82217770,S6_82217918,S6_82218018,S6_82218044,S6_82218219,S6_82243856,S6_82243861,S6_82243874,S6_82243883
CI42B,Ames28951,1,1,,0.47,Other,unclassified,Ames28951:81FE7ABXX:1:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI43,Ames28952,1,1,,0.61,Other,unclassified,Ames28952:81FENABXX:4:F10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI45,CIze45,1,1,,0.44,Other,unclassified,CIze45:81FENABXX:3:E10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI46,Ames26130,1,1,,0.55,Other,unclassified,Ames26130:81FENABXX:4:A12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI49A,CIze49,1,1,,0.53,Other,unclassified,CIze49:81FENABXX:3:C10,0,0.835,1,1,0,1,0,1,0.835,0.835,0.835,1,1,1,1,1,0.835,1,0.835,0.835,0.835,0.835,0.835,0.835,0.835
CI540,Ames26028,1,1,,0.67,Other,unclassified,Ames26028:81FE7ABXX:2:D5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI70,Ames26131,1,1,,0.68,Other,unclassified,Ames26131:81FE7ABXX:1:B3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI72,Ames26132,1,1,,0.48,Other,unclassified,Ames26132:81FE7ABXX:2:B11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI74,Ames26133,1,1,,0.62,Other,unclassified,Ames26133:81FENABXX:5:A10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI75,Ames26134,1,1,,0.48,Other,unclassified,Ames26134:81FENABXX:4:D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI7A,Ames26117,1,1,,0.67,Other,unclassified,Ames26117:81FENABXX:6:B2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI7Goodman-Buckler,Ames28367,1,1,,0.55,Other,unclassified,Ames28367:81FENABXX:5:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI81B,CIze81,1,1,,0.63,Other,unclassified,CIze81:81FENABXX:5:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI82A,CIze82,1,1,,0.49,Other,unclassified,CIze82:81FENABXX:5:E8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI82B,Ames26135,2,2,0.997,0.53,Other,unclassified,Ames26135:81FENABXX:5:D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI83A,CIze83,1,1,,0.63,Other,unclassified,CIze83:81FE7ABXX:2:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI84B,Ames26136,1,1,,0.64,Other,unclassified,Ames26136:81FENABXX:4:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI85B,CIze85,1,1,,0.66,Other,unclassified,CIze85:81FE7ABXX:1:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI86B,CIze86,1,1,,0.59,Other,unclassified,CIze86:81FENABXX:3:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI89B,CIze89,1,1,,0.67,Other,unclassified,CIze89:81FE7ABXX:3:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI90A,CIze90,1,1,,0.71,Other,unclassified,CIze90:81FE7ABXX:2:B2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI91BGoodman-Buckler,Ames28365,1,1,,0.67,Other,unclassified,Ames28365:81FENABXX:7:E2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI91C,Ames26137,1,1,,0.54,Other,unclassified,Ames26137:81FENABXX:4:B10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI93A,Ames28954,1,1,,0.74,Other,unclassified,Ames28954:81FE7ABXX:3:E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CIRAD390,PI586935,1,1,,0.5,Other,unclassified,PI586935:81FE8ABXX:5:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CL17,Ames27024,1,1,,0.49,Ontario,unclassified,Ames27024:81FENABXX:2:G12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CL18,Ames27025,1,1,,0.61,Ontario,unclassified,Ames27025:81FENABXX:6:E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CL22,Ames27028,1,1,,0.64,Ontario,unclassified,Ames27028:81FE8ABXX:6:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM145,Ames27032,1,1,,0.53,Other,unclassified,Ames27032:81FENABXX:7:F4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM151,Ames27033,1,1,,0.63,Other,stiff stalk,Ames27033:81FENABXX:7:G4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM155,Ames27034,1,1,,0.54,Other,unclassified,Ames27034:81FE8ABXX:3:C9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM182,Ames27036,1,1,,0.64,Other,unclassified,Ames27036:81FE8ABXX:4:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM234,Ames27037,2,2,0.995,0.61,Other,unclassified,Ames27037:81FENABXX:6:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM48,Ames22747,1,1,,0.57,Other,unclassified,Ames22747:81FE8ABXX:4:B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML16,Ames27075,1,1,,0.58,Mexico,tropical,Ames27075:81FE8ABXX:2:A2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML17,PI595531,1,1,,0.64,Mexico,tropical,PI595531:81FE8ABXX:2:E7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML19,PI595551,1,1,,0.68,Mexico,tropical,PI595551:81FENABXX:7:B2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML20,PI595552,1,1,,0.73,Mexico,tropical,PI595552:81N4HABXX:5:B2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML22,PI595532,1,1,,0.72,Mexico,tropical,PI595532:81N4HABXX:5:G2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML25,PI595553,1,1,,0.65,Mexico,tropical,PI595553:81N4HABXX:5:F3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML263,PI595543,1,1,,0.69,Mexico,tropical,PI595543:81N4HABXX:4:G8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML267,PI595545,1,1,,0.55,Mexico,tropical,PI595545:81FE8ABXX:2:A8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML268,PI595546,1,1,,0.51,Mexico,tropical,PI595546:81N4HABXX:4:E11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML27,PI595554,1,1,,0.67,Mexico,tropical,PI595554:81N4HABXX:4:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML271,PI595547,1,1,,0.52,Mexico,tropical,PI595547:81N4HABXX:5:A3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML273,PI595548,1,1,,0.49,Mexico,tropical,PI595548:81FE8ABXX:2:A7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML274,PI595549,1,1,,0.59,Mexico,tropical,PI595549:81FE8ABXX:2:B5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML28,PI595555,1,1,,0.62,Mexico,tropical,PI595555:81FE8ABXX:2:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML282,PI595562,1,1,,0.61,Mexico,tropical,PI595562:81FE8ABXX:1:B12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML283,PI595563,1,1,,0.72,Mexico,tropical,PI595563:81N4HABXX:4:G7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML285,PI595564,1,1,,0.67,Mexico,tropical,PI595564:81FE8ABXX:3:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML29,PI595556,1,1,,0.59,Mexico,tropical,PI595556:81N4HABXX:4:D5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML297,PI595566,1,1,,0.51,Mexico,tropical,PI595566:81N4HABXX:5:H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML298,PI595567,1,1,,0.62,Mexico,tropical,PI595567:81FE8ABXX:2:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML3,PI595527,1,1,,0.74,Mexico,tropical,PI595527:81N4HABXX:5:D3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML300,PI595569,1,1,,0.59,Mexico,tropical,PI595569:81N4HABXX:5:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML303,PI595570,1,1,,0.75,Mexico,tropical,PI595570:81FENABXX:7:B1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML305,PI595571,1,1,,0.61,Mexico,tropical,PI595571:81N4HABXX:5:B8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML31,PI595557,1,1,,0.63,Mexico,tropical,PI595557:81FE8ABXX:3:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML32,PI595558,1,1,,0.51,Mexico,tropical,PI595558:81FE8ABXX:1:A11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML33,PI595559,1,1,,0.55,Mexico,tropical,PI595559:81N4HABXX:4:A6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML36,PI595533,1,1,,0.6,Mexico,tropical,PI595533:81FE8ABXX:1:F12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML40,PI595560,1,1,,0.55,Mexico,tropical,PI595560:81FE8ABXX:3:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML43,PI595535,1,1,,0.66,Mexico,tropical,PI595535:81FENABXX:7:A2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML46,PI595536,1,1,,0.55,Mexico,tropical,PI595536:81FE8ABXX:3:H4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML48,PI595537,1,1,,0.45,Mexico,tropical,PI595537:81N4HABXX:4:H12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML49,PI595538,1,1,,0.69,Mexico,tropical,PI595538:81FE8ABXX:2:G3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML54,PI595539,1,1,,0.64,Mexico,tropical,PI595539:81N4HABXX:4:B8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML55,PI595540,1,1,,0.65,Mexico,tropical,PI595540:81N4HABXX:5:G3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML56,Ames27077,1,1,,0.58,Mexico,tropical,Ames27077:81FE8ABXX:2:A10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML8,PI595529,1,1,,0.72,Mexico,tropical,PI595529:81N4HABXX:5:E2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CML9,PI595530,2,2,0.977,0.44,Mexico,tropical,PI595530:81FE8ABXX:2:F7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO117,Ames27039,1,1,,0.48,Ontario,unclassified,Ames27039:81FE8ABXX:3:H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO150,Ames27041,1,1,,0.59,Ontario,unclassified,Ames27041:81FENABXX:6:H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO158,Ames27042,1,1,,0.76,Ontario,unclassified,Ames27042:81FENABXX:6:C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO159,Ames20191,6,1,0.998,0.31,Ontario,unclassified,Ames20191:81FENABXX:6:C11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO192,Ames27043,2,2,0.997,0.59,Ontario,unclassified,Ames27043:81FE8ABXX:3:H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO216,Ames27044,1,1,,0.55,Ontario,unclassified,Ames27044:81FE8ABXX:4:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO236,Ames27046,2,2,0.998,0.51,Ontario,unclassified,Ames27046:81FENABXX:6:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO237,Ames27047,1,1,,0.58,Ontario,unclassified,Ames27047:81FENABXX:6:D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO245,Ames27048,1,1,,0.69,Ontario,unclassified,Ames27048:81FE8ABXX:4:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO252,Ames27049,1,1,,0.53,Ontario,unclassified,Ames27049:81FENABXX:6:B12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO256,Ames27051,1,1,,0.72,Ontario,stiff stalk,Ames27051:81FE8ABXX:4:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO257,Ames27052,1,1,,0.65,Ontario,stiff stalk,Ames27052:81FENABXX:6:C8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO258,Ames27053,1,1,,0.58,Ontario,stiff stalk,Ames27053:81FE8ABXX:4:F4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CR14,PI601683,1,1,,0.47,ExPVP,unclassified,PI601683:81FENABXX:2:C9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CR1HT,PI601080,1,1,,0.61,ExPVP,unclassified,PI601080:81FENABXX:1:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CR22INBRED,PI267165,1,1,,0.55,Other,unclassified,PI267165:81FENABXX:6:B4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CR2INBRED,PI267164,1,1,,0.72,Other,unclassified,PI267164:81FE8ABXX:4:G3,0,0.799,1,0.799,0,1,0.799,1,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,1,0.799,0.799,0.799,0.799,0.799,0.799,0.799
CS405,PI559916,1,1,,0.86,ExPVP,unclassified,PI559916:D0D0BACXX:3:G8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CS608,PI560316,1,1,,0.86,ExPVP,unclassified,PI560316:D0D0BACXX:3:A11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CSJ2,Ames27056,1,1,,0.55,Ontario,unclassified,Ames27056:81N4HABXX:4:D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CSJ3,Ames27057,6,1,0.992,0.31,Ontario,unclassified,Ames27057:81FE8ABXX:6:H10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DAJINDINGJI0018,PI405713,1,1,,0.58,China,unclassified,PI405713:81FENABXX:2:F3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DE4,PI638552,1,1,,0.63,Other,non-stiff stalk,PI638552:81FE7ABXX:1:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DE5,PI638553,1,1,,0.6,Other,stiff stalk,PI638553:81FENABXX:4:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DelawareExperimentalInbred,Ames27109,1,1,,0.54,Other,unclassified,Ames27109:81FE7ABXX:1:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DJ7,PI601191,1,1,,0.57,ExPVP,stiff stalk,PI601191:81FE7ABXX:6:C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E199-1-1INBREDS5SYN.ANVELD40,PI221749,1,1,,0.59,South Africa,unclassified,PI221749:81N4HABXX:1:B6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E205-1-1-1INBREDS5SYN.ANVELD,PI221747,2,2,0.997,0.45,South Africa,unclassified,PI221747:81FE8ABXX:7:A12,0,0.929,1,1,0,1,1,1,1,1,0.929,1,1,0.929,1,1,1,1,0.929,0.929,0.929,0.929,0.929,0.929,0.929
E292-1-1-1INBS5SYNANVELDXMINN.706,PI221750,1,1,,0.59,South Africa,unclassified,PI221750:81N4HABXX:6:E1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E680-2-1-3S5INBRED,PI221788,1,1,,0.59,South Africa,unclassified,PI221788:81FE7ABXX:4:E12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E680-3-1-1S6INBRED,PI221821,1,1,,0.6,South Africa,unclassified,PI221821:81FE7ABXX:5:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E684-1-1-1S5INBRED,PI221790,2,2,0.997,0.44,South Africa,unclassified,PI221790:81FE7ABXX:4:D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E697-1-1-1S5INBRED,PI221794,1,1,,0.63,South Africa,unclassified,PI221794:81FENABXX:2:B8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E8501,PI601724,1,1,,0.49,ExPVP,unclassified,PI601724:81FENABXX:2:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
F10,PI257508,1,1,,0.6,France,unclassified,PI257508:81FE8ABXX:3:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
F115,PI257513,1,1,,0.48,France,unclassified,PI257513:81FE8ABXX:3:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
F2,PI257506,1,1,,0.64,France,unclassified,PI257506:81FE8ABXX:4:D1,1,0.799,0.799,0.799,0,1,0.799,1,0.799,0.799,0.799,0.799,0.799,0.799,1,1,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799
F39,PI257516,1,1,,0.5,France,unclassified,PI257516:81FENABXX:6:F11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
F42,PI601026,1,1,,0.4,ExPVP,stiff stalk,PI601026:81FE8ABXX:3:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
F431,PI257515,1,1,,0.67,France,unclassified,PI257515:81FE8ABXX:4:E6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
F49,PI257511,1,1,,0.53,France,unclassified,PI257511:81FE8ABXX:3:C12,0,0.555,1,0,0,0,1,0,0.555,0.555,0.555,1,0.555,0.555,1,1,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555
F52,PI257512,1,1,,0.54,France,unclassified,PI257512:81FENABXX:6:A7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAPW,PI600958,1,1,,0.58,ExPVP,stiff stalk,PI600958:81FE7ABXX:4:E1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FBHJ,PI601439,1,1,,0.48,ExPVP,stiff stalk,PI601439:81FE7ABXX:2:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FBLA,PI546482,1,1,,0.86,ExPVP,unclassified,PI546482:D0D0BACXX:3:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FC46,PI257517,1,1,,0.56,France,unclassified,PI257517:81FE8ABXX:6:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Florida32,PI644100,1,1,,0.53,Other,sweet corn,PI644100:81FE8ABXX:1:D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Florida56,PI644099,1,1,,0.49,Other,sweet corn,PI644099:81FENABXX:7:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FR19,PI600772,2,2,0.996,0.48,ExPVP,stiff stalk,PI600772:81FENABXX:4:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G14T133,PI340823,1,1,,0.7,Other,unclassified,PI340823:81FENABXX:6:G4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G15T134,PI340824,1,1,,0.53,Other,unclassified,PI340824:81FE8ABXX:4:D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G15T134a,PI340825,1,1,,0.59,Other,unclassified,PI340825:81FENABXX:6:H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G22T122,PI340821,1,1,,0.59,Other,unclassified,PI340821:81FENABXX:6:A6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G3T5,PI340817,1,1,,0.75,Other,unclassified,PI340817:81FE8ABXX:4:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G3T5a,PI340818,1,1,,0.7,Other,unclassified,PI340818:81FE8ABXX:4:F7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G6T123,PI340822,1,1,,0.52,Other,unclassified,PI340822:81FENABXX:6:H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G80,PI601037,1,1,,0.61,ExPVP,stiff stalk,PI601037:81FE7ABXX:6:B5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GA203,PI550574,1,1,,0.59,Other,unclassified,PI550574:81N4HABXX:3:A10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GA212,Ames10249,1,1,,0.55,Other,unclassified,Ames10249:81N4HABXX:3:A11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GA215,Ames10250,1,1,,0.5,Other,unclassified,Ames10250:81N4HABXX:2:D8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GA221,Ames25218,2,2,0.998,0.56,Other,unclassified,Ames25218:81FE7ABXX:6:B9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GE129,Ames10256,2,2,0.998,0.52,Other,unclassified,Ames10256:81N4HABXX:2:G10,0,1,1,0.89,0.89,0.89,1,1,1,1,0.89,1,0,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1,0.89,0.89,0.89,0.89
GE311,Ames10259,1,1,,0.53,Other,unclassified,Ames10259:81N4HABXX:3:F12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GE317,Ames10260,1,1,,0.5,Other,unclassified,Ames10260:81FE7ABXX:2:H4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GE54,Ames10254,1,1,,0.47,Other,unclassified,Ames10254:81N4HABXX:3:E9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GEMN-0033,PI639497,1,1,,0.88,GEM,unclassified,PI639497:D0D0BACXX:4:H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GEMN-0036,PI639499,1,1,,0.9,GEM,unclassified,PI639499:D0D0BACXX:4:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
